ID,rank,scientificName
2723,order,"Iguania"
2724,order,"Lacertoidea"
2725,order,"Scincoidea"
2726,order,"Serpentes"
2727,subclass,"Testudinata"
2728,order,"Testudines"
2729,phylum,"Echinodermata"
2730,subphylum,"Asterozoa"
2731,class,"Asteroidea"
2732,infraclass,"N.N."
2733,superorder,"N.N."
2734,order,"Velatida"
2735,superorder,"Forcipulatacea"
2736,order,"Brisingida"
2737,order,"Forcipulatida"
2738,superorder,"Spinulsacea"
2739,order,"Spinulosida"
2740,superorder,"Valvatacea"
2741,order,"Notomyotida"
2742,order,"Paxillosida"
2743,order,"Valvatida"
2744,infraclass,"Concentricycloidea"
2745,order,"Peripodida"
2746,class,"Ophiuroidea"
2747,subclass,"Myophiuroidea"
2748,superorder,"Euryophiurida"
2749,order,"Euryalida"
2750,order,"Ophiurida"
2751,superorder,"Ophintegrida"
2752,order,"Amphilepidida"
2753,order,"Ophiacanthida"
2754,order,"Ophioleucida"
2755,order,"Ophioscolecida"
2756,subphylum,"Crinozoa"
2757,class,"Crinoidea"
2758,subclass,"Articulata"
2759,order,"Comatulida"
2760,order,"Cyrtocrinida"
2761,order,"Hyocrinida"
2762,order,"Isocrinida"
2763,subphylum,"Echinozoa"
2764,class,"Echinoidea"
2765,subclass,"Cidaroidea"
2766,order,"Cidaroida"
2767,subclass,"Euechinoidea"
2768,infraclass,"N.N."
2769,order,"Aspidodiadematoida"
2770,order,"Diadematoida"
2771,order,"Echinothurioida"
2772,order,"Micropygoida"
2773,order,"Pedinoida"
2774,infraclass,"Carinacea"
2775,superorder,"Calycina"
2776,order,"Salenioida"
2777,superorder,"Echinacea"
2778,order,"Arbacioida"
2779,order,"Camarodonta"
2780,order,"Stomopneustoida"
2781,infraclass,"Irregularia"
2782,superorder,"N.N."
2783,order,"Echinoneoida"
2784,superorder,"Atelostomata"
2785,order,"Holasteroida"
2786,order,"Spatangoida"
2787,superorder,"Neognathostomata"
2788,order,"N.N. (Apatopygidae)"
2789,order,"Cassiduloida"
2790,order,"Clypeasteroida"
2791,order,"Echinolampadoida"
2792,class,"Holothuroidea"
2793,order,"N.N. (Thyone)"
2794,order,"Apodida"
2795,order,"Aspidochirotida"
2796,order,"Dendrochirotida"
2797,order,"Elasipodida"
2798,order,"Molpadida"
2799,phylum,"Hemichordata"
2800,class,"Enteropneusta"
2801,order,"N.N. (Harrimaniidae, Ptychoderidae, Spengellidae,Torquaratoridae)"
2802,class,"Pterobranchia"
2803,order,"N.N. (Cephalodiscidae, Rhabdopleuridae)"
